Name	ID	Label	Len	S	SW	p	q	d	sp	sq	sd	Pmax	a	b	c	d	
wt	17	_none_	181	2	+0.181	0	2	0	0	1	1	+432.173	+0.861	-0.002	+0.458	+41.891	
wt	_seg_0_:17	_none_	128	0	+0.181	1	1	0	0	1	1	+426.837	+0.011	-0.001	+1.072	-4.157	
wt	_seg_1_:17	_none_	44	0	+0.181	0	1	0	0	1	1	+135.054	+7.371	+0.032	+0.709	+7.183	
wt	20	_none_	176	3	+0.000	0	2	0	0	1	1	+257.246	-0.008	-0.001	+0.738	+75.677	
wt	_seg_0_:20	_none_	72	0	+0.000	0	2	0	0	1	1	+196.442	+0.056	-0.001	+2.845	-22.488	
wt	_seg_1_:20	_none_	36	0	+0.000	0	0	0	0	1	1	+270.108	-0.040	-0.001	+1.131	+2.833	
wt	_seg_2_:20	_none_	52	0	+0.000	1	0	0	0	1	0	+249.331	+0.006	-0.001	+0.567	-0.411	
wt	21	_none_	178	2	+0.095	1	1	0	0	1	2	+207.775	+0.731	-0.001	+0.419	+41.363	
wt	_seg_0_:21	_none_	88	0	+0.095	0	2	0	0	1	2	+216.086	-0.002	-0.001	+0.909	+39.521	
wt	_seg_1_:21	_none_	80	0	+0.095	1	0	0	0	1	0	+480.192	+1.080	-0.001	+0.474	+17.157	
wt	22	_none_	180	2	+0.006	2	1	0	0	1	2	+166.220	-0.009	-0.001	+0.957	+100.135	
wt	_seg_0_:22	_none_	132	0	+0.006	1	3	0	0	1	2	+165.372	-0.006	-0.001	+0.945	+136.929	
wt	_seg_1_:22	_none_	36	0	+0.006	0	1	0	0	1	1	+144.058	-0.014	-0.001	+0.823	-0.752	
wt	23	ascus;ascus;normal;normal;	181	3	+0.012	2	1	0	0	1	2	+122.776	-0.006	-0.001	+0.847	+60.469	
wt	_seg_0_:23	ascus;ascus;normal;normal;	72	0	+0.012	0	2	0	0	1	2	+120.048	-0.044	-0.001	+5.991	+68.334	
wt	_seg_1_:23	ascus;ascus;normal;normal;	52	0	+0.012	0	1	0	0	1	1	+147.332	+0.051	-0.001	+0.906	+0.934	
wt	_seg_2_:23	ascus;ascus;normal;normal;	44	0	+0.012	0	1	0	0	1	1	+122.776	-0.164	-0.000	+6.500	+24.259	
wt	24	ascus;normal;	181	2	+0.000	3	3	0	0	1	1	+385.869	+0.639	+0.040	+0.809	+10.687	
wt	_seg_0_:24	ascus;normal;	48	0	+0.000	4	0	0	0	1	1	+411.593	+0.927	-0.001	+0.772	+8.882	
wt	_seg_1_:24	ascus;normal;	124	0	+0.000	1	1	0	0	1	1	+1875.750	-0.004	-0.001	+0.144	-292.890	
wt	27	normal;	181	2	+0.003	1	3	0	0	1	2	+150.060	-0.020	-0.000	+7.159	+169.163	
wt	_seg_0_:27	normal;	128	0	+0.003	1	2	0	0	1	2	+120.048	+0.033	-0.001	+5.329	-71.847	
wt	_seg_1_:27	normal;	44	0	+0.003	0	0	0	0	1	1	+192.934	-0.072	-0.001	+1.102	+1.287	
wt	28	_none_	181	2	+0.000	1	3	0	0	1	1	+234.877	+0.044	-0.001	+0.716	-4.372	
wt	_seg_0_:28	_none_	36	0	+0.000	0	1	0	0	1	1	+216.086	-8.657	-0.001	+0.481	+3.144	
