Name	ID	Label	Len	S	SW	p	q	d	sp	sq	sd	Pmax	a	b	c	d	
wt	15	ascus;normal;	176	3	+0.001	0	1	0	0	1	1	+125.632	+0.022	-0.001	+0.891	+12.562	
wt	_seg_0_:15	ascus;normal;	36	0	+0.001	0	0	0	0	1	0	+120.048	-0.080	-0.001	+1.259	+13.614	
wt	_seg_1_:15	ascus;normal;	88	0	+0.001	0	0	0	0	1	0	+122.776	-0.002	-0.001	+0.956	+145.932	
wt	_seg_2_:15	ascus;normal;	36	0	+0.001	0	0	0	0	1	0	+120.048	-0.722	-0.001	+0.330	+1.462	
wt	17	_none_	181	3	+0.239	0	0	0	0	1	0	+144.058	+0.127	-0.001	+0.414	+43.110	
wt	_seg_0_:17	_none_	64	0	+0.239	0	0	0	0	1	0	+142.279	+0.013	-0.001	+1.005	+9.544	
wt	_seg_1_:17	_none_	36	0	+0.239	0	0	0	0	1	0	+120.048	+0.259	-0.001	+1.325	+3.830	
wt	_seg_2_:17	_none_	68	0	+0.239	0	1	0	0	1	1	+120.048	-0.020	-0.001	+1.162	+37.295	
wt	20	_none_	176	3	+0.240	2	1	0	0	1	1	+183.124	+0.001	-0.001	+0.886	+51.848	
wt	_seg_0_:20	_none_	40	0	+0.240	0	1	0	0	1	1	+200.080	+0.065	-0.001	+4.581	-23.686	
wt	_seg_1_:20	_none_	52	0	+0.240	0	0	0	0	1	0	+140.926	-7.362	+0.001	+0.549	+2.333	
wt	_seg_2_:20	_none_	68	0	+0.240	0	2	0	0	1	1	+180.072	+0.016	-0.001	+1.027	+6.163	
wt	21	_none_	178	2	+0.050	0	0	0	0	1	0	+131.760	+0.021	-0.001	+1.440	-34.643	
wt	_seg_0_:21	_none_	40	0	+0.050	0	0	0	0	1	0	+150.060	-0.032	-0.001	+4.083	+71.298	
wt	_seg_1_:21	_none_	128	0	+0.050	0	0	0	0	1	0	+120.048	+0.012	-0.001	+0.917	-13.163	
wt	22	_none_	180	3	+0.075	1	1	0	0	1	0	+133.387	+0.001	-0.001	+0.819	-11.551	
wt	_seg_0_:22	_none_	64	0	+0.075	0	1	0	0	1	1	+137.198	+0.063	-0.001	+2.432	-21.229	
wt	_seg_1_:22	_none_	64	0	+0.075	0	0	0	0	1	0	+132.467	+0.060	-0.001	+2.156	-13.729	
wt	_seg_2_:22	_none_	36	0	+0.075	0	1	0	0	1	1	+135.054	+0.172	-0.001	+4.487	-10.354	
wt	23	ascus;ascus;normal;normal;	181	2	+0.023	0	1	0	0	1	1	+161.259	-0.030	-0.001	+1.092	+41.236	
wt	_seg_0_:23	ascus;ascus;normal;normal;	72	0	+0.023	0	1	0	0	1	1	+196.442	+0.402	-0.001	+0.443	+15.906	
wt	_seg_1_:23	ascus;ascus;normal;normal;	100	0	+0.023	0	1	0	0	1	1	+153.908	-0.019	-0.001	+1.431	+45.109	
wt	24	ascus;normal;	181	2	+0.000	1	1	0	0	1	0	+171.497	-5.700	+0.053	+0.420	+28.228	
wt	_seg_0_:24	ascus;normal;	104	0	+0.000	2	2	0	0	1	0	+154.347	+0.016	-0.001	+2.633	-98.910	
wt	_seg_1_:24	ascus;normal;	68	0	+0.000	0	0	0	0	1	0	+123.478	+0.848	-0.001	+0.659	+10.499	
