time,y,x,mass,size,ecc,signal,raw_mass,ep,category,particle,label
126,716.4780000000002,494.698,12.407,1436,0.76,318.073,43.567,0.17800000000000002,wt,1,normal;
127,708.806,500.153,53.409,2272,0.688,544.507,74.07300000000002,0.096,wt,1,normal;
128,706.5160000000002,499.701,52.722,2362,0.68,628.188,74.803,0.075,wt,1,normal;
129,705.572,500.104,67.834,2295,0.654,598.8330000000002,76.574,0.08,wt,1,normal;
130,706.84,501.449,74.233,2269,0.653,519.0509999999998,76.329,0.106,wt,1,normal;
131,717.191,494.208,178.854,1367,0.76,345.186,42.255,0.14400000000000002,wt,1,normal;
132,717.155,494.55,107.354,1367,0.784,311.144,43.24100000000001,0.177,wt,1,normal;
133,716.7739999999999,493.55,73.90899999999998,1370,0.742,345.085,43.235,0.145,wt,1,normal;
134,716.628,491.636,149.036,1395,0.7809999999999999,299.73,43.094,0.195,wt,1,normal;
135,707.3539999999998,498.361,57.926,2378,0.6759999999999999,587.276,77.28399999999998,0.087,wt,1,normal;
136,706.584,499.093,57.926,2251,0.652,670.087,77.89699999999998,0.063,wt,1,normal;
137,706.448,498.42800000000005,60.945,2298,0.6679999999999999,601.661,79.405,0.08,wt,1,normal;
138,706.1510000000002,497.408,56.497,2285,0.6629999999999999,589.619,75.942,0.083,wt,1,normal;
139,705.14,498.858,67.932,2281,0.701,499.879,74.575,0.115,wt,1,normal;
140,705.448,499.612,60.341,2224,0.679,448.624,75.186,0.139,wt,1,normal;
141,716.837,492.408,77.692,1538,0.7240000000000001,366.6,44.691,0.14400000000000002,wt,1,normal;
142,706.049,500.364,57.06100000000001,2213,0.684,622.347,75.39399999999998,0.07200000000000001,wt,1,normal;
143,706.956,501.274,54.545,2173,0.6890000000000001,522.992,72.079,0.1,wt,1,normal;
144,704.447,501.284,82.6,2268,0.737,459.696,73.167,0.135,wt,1,normal;
145,704.2769999999998,501.054,65.273,2199,0.7020000000000001,538.95,75.95,0.095,wt,1,normal;
146,705.9739999999998,499.521,52.56100000000001,2284,0.722,510.666,75.756,0.11,wt,1,normal;
147,706.427,499.416,66.714,2304,0.6970000000000001,502.566,76.723,0.115,wt,1,normal;
148,704.561,499.391,69.528,2274,0.703,495.394,74.582,0.116,wt,1,normal;
149,704.696,500.61,56.706,2169,0.711,482.624,74.89699999999998,0.117,wt,1,normal;
150,714.919,492.918,110.956,1403,0.7879999999999999,311.245,43.181,0.182,wt,1,normal;
151,704.279,501.195,53.673,2120,0.657,538.507,76.87,0.092,wt,1,normal;
152,707.148,502.492,58.299,2226,0.7170000000000001,501.737,74.279,0.111,wt,1,normal;
153,706.372,500.842,56.915,2195,0.725,463.453,71.881,0.128,wt,1,normal;
154,705.4939999999998,501.392,57.848,2214,0.69,554.264,75.622,0.091,wt,1,normal;
155,703.716,501.525,57.848,2185,0.685,544.164,78.10300000000002,0.093,wt,1,normal;
156,702.585,501.273,62.475,2172,0.696,538.507,76.348,0.094,wt,1,normal;
157,704.7539999999998,502.395,69.274,2199,0.733,461.311,74.78,0.13,wt,1,normal;
158,704.943,501.073,59.036,2262,0.7070000000000001,485.352,77.079,0.121,wt,1,normal;
159,705.301,501.80800000000005,63.13,2283,0.6609999999999999,614.933,79.11399999999998,0.076,wt,1,normal;
160,704.895,500.62,65.898,2258,0.674,601.862,78.505,0.078,wt,1,normal;
161,704.7539999999998,500.888,56.31,2186,0.693,556.749,78.956,0.08900000000000001,wt,1,normal;
162,705.385,500.953,50.90600000000001,2211,0.682,536.507,77.242,0.097,wt,1,normal;
163,705.188,502.802,59.036,2221,0.6890000000000001,544.264,76.20100000000002,0.094,wt,1,normal;
164,705.94,502.092,51.34,2175,0.6729999999999999,510.365,75.972,0.105,wt,1,normal;
165,704.5889999999998,502.158,56.31,2085,0.693,533.879,77.604,0.092,wt,1,normal;
166,719.329,497.094,83.66,1418,0.747,358.843,43.49800000000001,0.138,wt,1,normal;
167,705.293,501.71,62.24100000000001,2232,0.703,534.264,78.048,0.098,wt,1,normal;
168,705.581,502.835,55.125,2204,0.7040000000000001,475.352,75.877,0.123,wt,1,normal;
169,703.76,501.348,57.995,2151,0.705,478.666,78.547,0.118,wt,1,normal;
170,703.3389999999998,500.888,64.075,2122,0.6970000000000001,515.394,75.808,0.1,wt,1,normal;
171,704.025,502.935,67.543,2137,0.706,428.583,77.211,0.146,wt,1,normal;
172,703.422,503.679,69.842,2123,0.7090000000000001,495.495,76.639,0.109,wt,1,normal;
173,702.443,504.23,67.329,2138,0.688,529.678,79.37899999999998,0.096,wt,1,normal;
174,717.1560000000002,497.31,49.899,1298,0.7440000000000001,308.1740000000001,42.24800000000001,0.172,wt,1,normal;
175,702.8810000000002,503.845,70.484,2042,0.6920000000000001,529.678,78.156,0.091,wt,1,normal;
176,701.8660000000001,502.348,75.964,2112,0.706,455.352,74.667,0.128,wt,1,normal;
177,702.703,502.907,62.475,2059,0.674,454.968,77.046,0.125,wt,1,normal;
178,702.711,501.91,64.654,2062,0.69,528.264,77.493,0.093,wt,1,normal;
179,701.685,502.11,62.526,2015,0.6970000000000001,476.968,76.48,0.111,wt,1,normal;
180,702.8539999999998,503.686,70.145,2002,0.7120000000000001,408.541,73.238,0.151,wt,1,normal;
181,703.063,503.048,68.962,2038,0.675,488.708,77.538,0.107,wt,1,normal;
1,726.1339999999999,293.826,65.056,1183,0.8079999999999999,257.404,40.297,0.224,wt,2,normal;normal;
2,726.528,293.341,72.719,1123,0.794,251.647,39.427,0.223,wt,2,normal;normal;
3,727.943,292.925,138.366,1201,0.762,309.588,39.47,0.157,wt,2,normal;normal;
4,728.96,292.209,99.66,1242,0.805,256.375,40.605,0.237,wt,2,normal;normal;
5,729.885,291.883,160.42700000000005,1218,0.794,239.161,40.305,0.268,wt,2,normal;normal;
6,730.408,290.801,145.67,1245,0.774,269.446,40.724,0.215,wt,2,normal;normal;
7,731.4830000000002,289.1090000000001,144.058,1209,0.746,337.73,39.811,0.133,wt,2,normal;normal;
8,729.745,287.954,140.711,1050,0.8190000000000001,223.019,37.015,0.265,wt,2,normal;normal;
9,730.2539999999998,287.585,150.422,1020,0.818,232.191,36.718,0.238,wt,2,normal;normal;
10,732.507,288.066,158.19899999999996,1067,0.7859999999999999,260.375,37.249,0.198,wt,2,normal;normal;
11,733.477,287.3640000000001,143.881,1168,0.8170000000000001,257.30400000000003,39.522,0.222,wt,2,normal;normal;
12,732.72,286.4840000000001,143.13,1080,0.79,258.718,37.397,0.203,wt,2,normal;normal;
13,732.4989999999998,285.374,144.058,1111,0.768,255.304,39.025,0.214,wt,2,normal;normal;
14,731.7080000000002,284.397,58.392,1039,0.777,232.09,37.211,0.242,wt,2,normal;
15,732.299,283.994,73.179,1097,0.79,254.818,38.697,0.212,wt,2,normal;
16,732.007,282.192,53.393,1042,0.805,246.818,37.241,0.215,wt,2,normal;
17,731.809,282.798,144.162,1048,0.779,238.919,37.337,0.231,wt,2,normal;
18,733.1089999999998,283.558,146.31,1055,0.8109999999999999,224.191,37.434,0.264,wt,2,normal;
19,732.189,283.031,71.175,1076,0.777,245.99,38.069,0.223,wt,2,normal;
20,731.852,281.749,146.31,1085,0.764,261.889,37.889,0.199,wt,2,normal;
21,731.4010000000002,280.875,146.976,1076,0.7829999999999999,246.818,37.903,0.222,wt,2,normal;
22,732.15,280.151,101.821,1043,0.779,247.404,36.507,0.214,wt,2,normal;
23,732.1469999999998,279.432,153.435,1096,0.765,270.96,38.969,0.188,wt,2,normal;
24,732.66,278.941,157.109,1139,0.77,258.132,38.447,0.215,wt,2,normal;
25,732.378,279.87,137.49,1194,0.746,271.546,40.965,0.203,wt,2,normal;
26,731.278,279.392,116.075,1212,0.75,314.759,41.386,0.154,wt,2,normal;
27,732.9860000000001,279.055,128.66,1039,0.79,218.777,37.802,0.273,wt,2,normal;
28,733.049,278.145,135.855,1179,0.8140000000000001,233.404,41.432,0.272,wt,2,normal;
29,733.2189999999998,277.591,141.34,1143,0.8320000000000001,209.706,39.911,0.327,wt,2,normal;
30,735.2589999999999,277.756,134.119,1037,0.799,221.605,38.711,0.265,wt,2,normal;
31,734.928,276.613,121.608,1012,0.785,248.576,37.741,0.206,wt,2,normal;
32,733.6410000000002,275.66700000000003,15.376,959,0.812,195.321,36.743,0.316,wt,2,normal;
33,734.821,275.941,142.352,1014,0.784,232.333,38.242,0.236,wt,2,normal;
34,734.1139999999998,274.725,125.096,1007,0.8009999999999999,221.747,37.348,0.257,wt,2,normal;
35,732.566,274.136,150.101,1038,0.764,259.30400000000003,39.279,0.194,wt,2,normal;
36,732.1239999999998,275.065,70.821,1233,0.777,280.032,42.005,0.198,wt,2,normal;
37,732.1610000000002,275.672,58.815,1029,0.777,254.718,37.334,0.199,wt,2,normal;
38,731.8739999999998,274.475,81.347,1058,0.795,246.718,40.261,0.218,wt,2,normal;
39,732.132,273.216,84.806,1003,0.769,235.12,37.066,0.228,wt,2,normal;
40,731.418,274.249,134.029,968,0.794,211.948,36.393,0.271,wt,2,normal;
41,730.9780000000002,273.425,150.101,1012,0.7440000000000001,295.345,36.799,0.146,wt,2,normal;
42,731.2139999999998,272.993,151.69899999999996,1051,0.7929999999999999,248.818,38.714,0.213,wt,2,normal;
43,731.439,272.892,119.604,1226,0.7559999999999999,342.357,40.935,0.131,wt,2,normal;
44,729.706,273.059,32.661,1106,0.769,274.718,38.9,0.184,wt,2,normal;
45,731.059,273.058,128.48,1175,0.738,294.073,39.795,0.171,wt,2,normal;
46,733.222,274.321,152.35399999999996,1122,0.769,238.09,38.124,0.249,wt,2,normal;
47,731.9580000000002,272.215,98.653,1129,0.773,264.576,38.53,0.203,wt,2,normal;
48,731.818,270.837,143.616,1097,0.76,293.103,38.416,0.16,wt,2,normal;
49,731.703,270.219,93.731,1112,0.764,295.245,38.997,0.16,wt,2,normal;
50,732.238,270.129,57.848,926,0.787,222.333,35.023,0.235,wt,2,normal;
51,732.15,269.66,160.71,941,0.8079999999999999,224.777,36.64,0.234,wt,2,normal;
52,733.076,268.868,101.041,942,0.802,189.421,35.02,0.33,wt,2,normal;
53,732.8530000000002,269.027,109.747,928,0.7659999999999999,254.718,35.44,0.18,wt,2,normal;
54,731.805,269.297,112.249,1091,0.753,282.517,37.701,0.172,wt,2,normal;
55,733.58,268.322,175.815,960,0.784,221.948,36.084,0.245,wt,2,normal;
56,733.867,268.436,169.21599999999995,965,0.779,261.546,36.065,0.177,wt,2,normal;
57,733.683,267.59,150.101,1103,0.774,259.30400000000003,40.061,0.206,wt,2,normal;
58,735.2639999999999,267.834,152.904,1134,0.732,286.617,39.076,0.173,wt,2,normal;
59,735.6669999999998,265.817,122.125,1125,0.737,259.889,40.874,0.209,wt,2,normal;
60,735.365,265.688,127.117,1053,0.765,250.43400000000003,37.381,0.211,wt,2,normal;
61,735.2139999999998,267.958,115.974,951,0.7709999999999999,233.505,36.437,0.219,wt,2,normal;
62,734.425,267.523,37.405,991,0.78,245.747,35.764,0.206,wt,2,normal;
63,735.342,266.338,155.225,1013,0.7709999999999999,260.718,36.504,0.187,wt,2,normal;
64,735.944,266.785,127.117,1031,0.769,259.546,37.61,0.192,wt,2,normal;
65,735.0939999999998,265.772,120.069,1013,0.78,240.333,36.246,0.22,wt,2,normal;
66,736.322,265.619,129.958,1022,0.753,261.747,37.111,0.187,wt,2,normal;
67,736.3739999999998,266.099,144.904,953,0.753,248.475,35.427,0.194,wt,2,normal;
68,735.8430000000002,265.024,152.819,941,0.795,238.333,35.447,0.208,wt,2,normal;
69,736.013,264.586,131.186,998,0.782,256.617,35.921,0.19,wt,2,normal;
70,736.2360000000001,263.637,137.911,950,0.784,243.061,35.24800000000001,0.202,wt,2,normal;
71,737.966,263.856,152.85,999,0.8059999999999999,229.605,37.667,0.238,wt,2,normal;
72,738.22,264.583,132.274,961,0.778,240.919,37.33,0.208,wt,2,normal;
73,736.206,263.849,155.32299999999995,926,0.7829999999999999,262.375,35.401,0.16899999999999998,wt,2,normal;
74,737.1439999999999,262.61,150.422,935,0.78,234.191,36.316,0.214,wt,2,normal;
75,737.346,262.225,86.1,1009,0.77,267.889,37.642,0.177,wt,2,normal;
76,737.9810000000001,263.097,159.444,981,0.779,211.806,36.125,0.275,wt,2,normal;
77,737.45,263.277,79.21600000000002,948,0.772,253.99,35.223,0.185,wt,2,normal;
78,737.62,262.591,165.96400000000003,914,0.7909999999999999,221.948,35.93,0.233,wt,2,normal;
79,737.192,261.88,151.607,899,0.795,215.463,36.149,0.243,wt,2,normal;
80,736.177,263.16200000000003,134.061,874,0.768,220.43400000000003,34.158,0.226,wt,2,normal;
81,736.298,261.654,83.367,928,0.769,244.576,34.836,0.195,wt,2,normal;
82,736.187,260.745,98.326,852,0.7559999999999999,245.262,33.865,0.17800000000000002,wt,2,normal;
83,735.2,262.1,154.722,830,0.775,211.948,34.208,0.232,wt,2,normal;
84,736.0989999999998,263.226,97.306,872,0.782,219.605,34.449,0.227,wt,2,normal;
85,737.428,263.85,99.926,899,0.7879999999999999,230.291,34.824,0.213,wt,2,normal;
86,736.56,263.267,41.987,855,0.7929999999999999,216.291,35.38,0.23,wt,2,normal;
87,737.2660000000002,263.848,135.0,871,0.7879999999999999,179.765,33.576,0.339,wt,2,normal;
88,736.3510000000001,262.771,145.125,846,0.782,221.019,33.611999999999995,0.218,wt,2,normal;
89,734.3760000000002,261.392,149.534,842,0.7979999999999999,210.877,33.903,0.238,wt,2,normal;
90,735.081,261.694,157.93200000000004,881,0.809,193.664,34.587,0.295,wt,2,normal;
91,736.304,262.827,140.013,890,0.78,193.907,33.849000000000004,0.297,wt,2,normal;
92,735.2139999999998,262.093,66.615,881,0.7929999999999999,231.605,34.177,0.206,wt,2,normal;
93,736.409,262.925,133.025,833,0.762,208.392,33.265,0.241,wt,2,normal;
94,733.61,262.937,25.907,812,0.767,210.877,32.673,0.229,wt,2,normal;
95,734.065,262.119,151.504,830,0.787,205.22,33.244,0.248,wt,2,normal;
96,733.8589999999998,263.81,174.144,832,0.777,223.706,34.389,0.209,wt,2,normal;
97,736.12,262.34,158.19899999999996,882,0.799,202.392,36.961,0.271,wt,2,normal;
98,735.696,263.26,154.722,817,0.765,193.078,34.625,0.275,wt,2,normal;
99,734.7639999999999,261.095,14.380999999999998,804,0.75,221.362,33.764,0.206,wt,2,normal;
100,735.805,261.66700000000003,142.001,814,0.763,227.019,33.631,0.198,wt,2,normal;
101,735.539,261.531,154.722,786,0.7959999999999999,205.806,34.419000000000004,0.233,wt,2,normal;
102,735.3789999999998,261.161,158.19899999999996,749,0.795,196.978,32.978,0.243,wt,2,normal;
103,737.1439999999999,262.818,140.013,787,0.745,248.233,34.387,0.16,wt,2,normal;
104,737.8580000000002,261.16700000000003,159.274,759,0.759,229.848,33.772,0.181,wt,2,normal;
105,737.5039999999998,260.721,132.879,766,0.7979999999999999,196.149,33.13,0.25,wt,2,normal;
106,734.76,259.547,148.782,720,0.785,194.25,31.373,0.24,wt,2,normal;
107,735.1610000000002,260.79200000000003,148.782,744,0.774,205.948,31.97,0.22,wt,2,normal;
108,734.673,260.562,129.987,768,0.716,251.304,32.653,0.153,wt,2,normal;
109,735.092,258.819,154.134,718,0.7509999999999999,208.392,32.016,0.208,wt,2,normal;
110,735.002,259.159,32.829,741,0.7929999999999999,179.321,31.734,0.29,wt,2,normal;
111,736.7639999999999,259.893,126.573,721,0.762,225.362,31.305,0.17800000000000002,wt,2,normal;
112,735.1160000000001,259.778,138.122,740,0.748,237.747,32.72,0.165,wt,2,normal;
113,737.743,259.057,135.0,707,0.8029999999999999,168.108,33.999,0.314,wt,2,normal;
114,738.323,259.58,147.995,712,0.779,208.877,32.015,0.205,wt,2,normal;
115,737.195,258.204,3.094,658,0.762,179.078,30.801,0.258,wt,2,normal;
116,737.1339999999999,254.73,117.897,807,0.799,192.392,34.533,0.274,wt,2,normal;
117,735.6289999999998,255.545,140.389,672,0.762,216.635,32.295,0.18,wt,2,normal;
118,736.421,255.929,124.592,643,0.777,169.865,30.264,0.28,wt,2,normal;
119,736.3530000000002,256.295,100.008,668,0.7809999999999999,172.108,30.192,0.28300000000000003,wt,2,normal;
120,734.2919999999998,255.47,133.877,640,0.7290000000000001,216.049,29.839,0.172,wt,2,normal;
121,734.86,255.925,23.629,661,0.774,187.078,30.175,0.237,wt,2,normal;
122,734.802,256.566,112.38,686,0.745,193.078,30.71,0.231,wt,2,normal;
123,734.5889999999998,256.178,141.843,698,0.8079999999999999,177.66400000000004,31.073,0.278,wt,2,normal;
124,735.55,255.519,145.00799999999995,702,0.7559999999999999,190.25,31.081,0.244,wt,2,normal;
125,736.2,256.203,145.00799999999995,654,0.7609999999999999,196.492,29.833,0.213,wt,2,normal;
126,736.7610000000002,256.623,178.40900000000005,641,0.7609999999999999,194.149,30.261,0.214,wt,2,normal;
127,736.632,258.416,72.031,790,0.745,215.948,32.262,0.213,wt,2,normal;
128,738.097,259.161,135.971,794,0.757,194.149,34.526,0.265,wt,2,normal;
129,737.8439999999998,258.153,103.325,812,0.78,231.019,34.124,0.191,wt,2,normal;
130,738.638,256.675,159.274,782,0.774,214.777,33.921,0.213,wt,2,normal;
131,738.737,256.301,145.408,624,0.767,172.35,30.136,0.264,wt,2,normal;
132,740.085,257.83,148.496,646,0.737,175.765,30.387,0.263,wt,2,normal;
133,738.94,256.291,130.236,621,0.769,168.208,29.321,0.276,wt,2,normal;
134,737.193,254.113,152.7,636,0.748,201.12,29.421,0.198,wt,2,normal;
135,736.863,256.021,130.914,785,0.701,256.09,32.416,0.15,wt,2,normal;
136,734.813,255.953,74.876,739,0.754,215.706,31.33,0.2,wt,2,normal;
137,734.56,255.519,178.53099999999995,744,0.745,222.333,32.565,0.189,wt,2,normal;
138,733.137,255.911,10.437,713,0.723,214.534,31.403,0.195,wt,2,normal;
139,737.341,255.474,69.274,731,0.7140000000000001,241.99,31.234,0.157,wt,2,normal;
140,735.3969999999998,254.86900000000003,153.435,708,0.738,209.463,31.822,0.203,wt,2,normal;
141,735.1080000000002,255.219,126.573,712,0.731,205.362,32.022,0.212,wt,2,normal;
142,734.5980000000002,256.192,124.992,676,0.769,200.635,31.446,0.211,wt,2,normal;
143,735.278,256.2,93.18,677,0.7490000000000001,210.191,31.434,0.193,wt,2,normal;
144,735.8389999999998,255.82,139.399,681,0.772,203.806,31.823,0.206,wt,2,normal;
145,737.078,255.802,110.376,695,0.748,183.907,31.092,0.258,wt,2,normal;
146,737.1310000000002,255.409,111.541,712,0.69,248.818,31.896,0.145,wt,2,normal;
147,737.187,255.471,23.199,690,0.737,202.534,31.048,0.211,wt,2,normal;
148,740.2489999999998,255.166,95.856,698,0.7140000000000001,255.161,32.451,0.135,wt,2,normal;
149,737.125,254.748,143.746,618,0.693,207.12,29.854,0.181,wt,2,normal;
150,733.678,254.268,106.858,594,0.75,188.492,28.334,0.21,wt,2,normal;
151,735.074,255.065,156.194,619,0.7140000000000001,199.563,29.616,0.195,wt,2,normal;
152,736.905,256.459,109.983,630,0.73,188.25,29.443,0.223,wt,2,normal;
153,736.878,255.867,145.00799999999995,622,0.725,195.806,29.298,0.204,wt,2,normal;
154,736.6089999999998,255.04,155.556,607,0.736,207.563,29.105,0.177,wt,2,normal;
155,737.225,255.574,147.995,647,0.7170000000000001,212.049,30.504,0.181,wt,2,normal;
156,735.828,255.508,57.653,598,0.693,214.877,28.702,0.163,wt,2,normal;
157,735.403,256.16900000000004,173.48,595,0.736,183.078,29.61,0.223,wt,2,normal;
158,733.6080000000002,255.827,160.017,591,0.723,178.108,27.837,0.234,wt,2,normal;
159,733.265,255.71,120.141,648,0.757,180.593,29.402,0.25,wt,2,normal;
160,734.643,254.09,39.611,642,0.728,204.635,29.509,0.193,wt,2,normal;
161,736.202,254.649,37.185,630,0.736,199.563,29.245,0.199,wt,2,normal;
162,735.47,254.07,107.928,609,0.6920000000000001,196.392,28.181,0.198,wt,2,normal;
163,735.477,255.96400000000003,166.759,573,0.6890000000000001,195.563,27.888,0.188,wt,2,normal;
164,734.3919999999998,256.916,146.768,567,0.722,175.179,28.145,0.232,wt,2,normal;
165,734.092,256.694,165.579,571,0.695,204.049,29.649,0.172,wt,2,normal;
166,735.457,257.002,42.614,601,0.7509999999999999,163.279,28.891,0.28300000000000003,wt,2,normal;
167,735.559,255.582,38.157,625,0.758,190.492,29.35,0.21600000000000005,wt,2,normal;
168,736.815,255.279,30.7,571,0.6970000000000001,215.019,29.463,0.155,wt,2,normal;
169,736.568,255.306,25.201,599,0.6829999999999999,205.563,30.195,0.17800000000000002,wt,2,normal;
170,735.85,256.606,140.599,574,0.691,212.049,28.732,0.16,wt,2,normal;
171,736.15,256.04,25.115,583,0.6990000000000001,216.635,29.111,0.156,wt,2,normal;
172,734.921,256.125,27.979,563,0.7020000000000001,190.049,28.892,0.196,wt,2,normal;
173,734.25,255.316,111.161,560,0.7290000000000001,194.149,28.848000000000006,0.187,wt,2,normal;
174,733.615,254.73,140.826,514,0.688,197.563,28.039,0.165,wt,2,normal;
175,736.408,256.226,22.751,511,0.665,223.262,26.885,0.129,wt,2,normal;
176,736.805,256.13,49.764,522,0.665,202.978,26.076,0.159,wt,2,normal;
177,737.19,256.153,131.496,533,0.664,222.777,27.271,0.135,wt,2,normal;
178,738.082,255.588,55.886,509,0.653,190.392,26.68,0.17600000000000002,wt,2,normal;
179,739.8580000000002,258.136,49.236,539,0.637,216.777,28.449,0.14400000000000002,wt,2,normal;
180,737.7719999999998,255.963,35.53800000000001,514,0.6729999999999999,184.735,27.304,0.189,wt,2,normal;
181,736.002,255.968,135.0,506,0.654,195.806,26.852,0.166,wt,2,normal;
1,723.568,611.845,38.66,1037,0.7979999999999999,268.132,38.772,0.181,wt,3,_none_
2,724.7539999999998,609.94,25.514,1051,0.77,257.30400000000003,38.465,0.199,wt,3,_none_
3,725.1569999999998,612.856,52.352,1042,0.797,224.919,38.589,0.259,wt,3,_none_
4,724.779,610.938,41.309,1089,0.8009999999999999,232.09,37.418,0.254,wt,3,_none_
5,725.01,610.0369999999998,38.853,1103,0.815,242.09,39.121,0.236,wt,3,_none_
6,725.89,609.382,23.199,1089,0.784,254.818,38.011,0.211,wt,3,_none_
7,727.615,607.961,25.514,1157,0.785,276.375,38.874,0.19,wt,3,_none_
8,728.452,607.69,118.393,966,0.785,238.676,36.615,0.213,wt,3,_none_
9,729.346,608.293,38.853,991,0.792,220.191,36.899,0.257,wt,3,_none_
10,730.553,605.825,59.744,977,0.83,215.706,36.913,0.264,wt,3,_none_
